Data Solicitação;Data Aprovação;Data Programada;Data Recebimento;Número Solicitação;Cod. Cliente;Razão Social;UF Cliente;Qtd. Cartuchos;Cód. Categoria;Desc. Categoria;Transportadora;Status
07/26/2013;07/29/2013;;;C13070009564;217;MONTE TABOR - CENTRO ÍTALO BRASILEIRO DE PROMOÇÃO SANITÁRIA ;BA;88;8;Empresas / Estados do Nordeste;ATLAS LOGÍSTICA LTDA;Aguardando coleta
07/30/2013;08/01/2013;;;C13070010309;365;Cearacom Serv. e Com. de Telecomunicações Ltda - ME;CE;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
07/30/2013;07/31/2013;;;C13070010732;276;Consórcio Mananciais;SP;21;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
08/07/2013;08/08/2013;;;C13080003488;767;ASSISTI TELEINFORMÁTICA LTDA;RJ;23;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aguardando coleta
08/07/2013;08/08/2013;;;C13080003569;606;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;SP;51;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
08/13/2013;08/14/2013;;;C13080005189;389;Rossi Residencial;RJ;20;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aguardando coleta
08/13/2013;08/14/2013;;;C13080005502;369;Equipa Máquinas e Utensílios para Escritórios Ltda;SP;40;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
08/14/2013;08/15/2013;;;C13080006070;810;Fund. Inst. Pesq. Est.de Diag. por Imagem;GO;254;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Aguardando coleta
08/23/2013;08/23/2013;;;C13080007807;403;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;SP;298;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
08/26/2013;08/26/2013;;;C13080008285;467;COMAVI COMÉRCIO DE MÁQUINAS E VISUAIS LTDA;SP;150;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
08/26/2013;08/27/2013;;;C13080009923;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
08/26/2013;08/27/2013;;;C13080010182;403;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;SP;298;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
08/26/2013;08/27/2013;;;C13080010263;606;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;SP;50;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
08/26/2013;08/27/2013;;;C13080010425;467;COMAVI COMÉRCIO DE MÁQUINAS E VISUAIS LTDA;SP;150;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
08/27/2013;08/27/2013;;;C13080010930;263;Forprint Com. e Serv. de Informática Ltda.;SP;168;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
08/27/2013;08/27/2013;;;C13080011740;369;Equipa Máquinas e Utensílios para Escritórios Ltda;SP;31;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
08/30/2013;09/02/2013;;;C13080015575;566;JAMEF TRANSPORTES LTDA;SP;15;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
09/02/2013;09/03/2013;;;C13090000236;677;CLINICA SABEDOTTI LTDA;PR;28;7;Empresas / Estados PR; SC e RS;ATLAS LOGÍSTICA LTDA;Aguardando coleta
09/03/2013;09/04/2013;;;C13090000406;666;Organização Medica Cruzeiro do Sul S.A.;SP;30;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
09/16/2013;09/17/2013;;;C13090004576;331;Departamento de Águas e Energia;SP;150;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aguardando coleta
09/19/2013;09/19/2013;;;C13090005700;768;B2W CIA GLOBAL DO VAREJO;RJ;40;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aguardando coleta
09/19/2013;09/20/2013;;;C13090005971;399;Office Total Solução em Tec. p/ Esc.Ltda;RJ;350;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
09/24/2013;09/25/2013;;;C13090006943;825;SOUZA LIMA SERVICOS GERAIS LTDA;SP;35;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
09/24/2013;09/25/2013;;;C13090007087;741;Centro de Imagem Diagnósticos;MG;34;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aguardando coleta
09/25/2013;09/25/2013;;;C13090007320;826;DATASUPRI DISTRIBUIDORA LTDA;SP;16;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
09/27/2013;09/27/2013;;;C13090007915;369;Equipa Máquinas e Utensílios para Escritórios Ltda;SP;23;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
10/01/2013;10/02/2013;;;C13100000314;204;zol Design Ltda;SP;15;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
10/03/2013;10/04/2013;;;C13100001043;682;Pense Comercio e Serviços Ltda.;SP;44;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
10/09/2013;10/09/2013;;;C13100002449;139;OKIDATA DO BRASIL INFORMÁTICA;SP;15;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
10/14/2013;10/14/2013;;;C13100003410;139;OKIDATA DO BRASIL INFORMÁTICA;SP;15;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
10/14/2013;10/15/2013;;;C13100003763;789;AWG BRASIL LTDA;SP;108;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
10/15/2013;10/16/2013;;;C13100004492;666;Organização Medica Cruzeiro do Sul S.A.;SP;40;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
10/17/2013;10/17/2013;;;C13100004816;833;Tribunal Regional Eleitoral do Rio de Janeiro;RJ;400;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aguardando coleta
10/18/2013;10/21/2013;;;C13100005545;677;CLINICA SABEDOTTI LTDA;PR;35;7;Empresas / Estados PR; SC e RS;ATLAS LOGÍSTICA LTDA;Aguardando coleta
10/21/2013;10/22/2013;;;C13100006002;634;Setra Prestação de Serviços Radiologicos;SP;24;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
10/23/2013;10/24/2013;;;C13100007084;839;Unimed-SJC Cooperativa Medica;SP;30;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
10/23/2013;10/23/2013;;;C13100007327;748;Consórcio Poupatempo Sorocaba;SP;28;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aguardando coleta
10/24/2013;10/25/2013;;;C13100007599;618;ERM BRASIL LTDA;SP;13;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
10/25/2013;10/28/2013;;;C13100008137;139;OKIDATA DO BRASIL INFORMÁTICA;SP;58;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
10/28/2013;10/30/2013;;;C13100009028;840;HIGHLAND GROUP BRASIL CONS EMP LTDA;SP;42;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
10/29/2013;10/30/2013;;;C13100009532;842;MGI Informatica Ltda;SP;53;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
10/31/2013;11/01/2013;;;C13100010972;119;BIRD SOLUTION LTDA;SP;159;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
10/31/2013;11/01/2013;;;C13100011006;119;BIRD SOLUTION LTDA;SP;159;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
11/06/2013;11/07/2013;;;C13110001321;503;DIRECTA ELETRONICA LTDA;GO;184;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
11/08/2013;11/08/2013;;;C13110002131;806;Dynatest Engenharia Ltda;SP;15;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
11/09/2013;11/11/2013;;;C13110002808;817;INSTITUTO HERMES PARDINI SA;MG;30;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aguardando coleta
11/20/2013;11/21/2013;;;C13110006390;853;FIAT AUTOMOVEIS SA;MG;53;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aguardando coleta
11/22/2013;11/22/2013;;;C13110006986;399;Office Total Solução em Tec. p/ Esc.Ltda;RJ;350;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
11/22/2013;11/25/2013;;;C13110007109;418;Douglas Barbosa laranjeira;SP;20;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
11/26/2013;11/26/2013;;;C13110007958;366;Printsourcing Comércio de Produtos e Serviços de Informática Ltda;SP;68;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
11/27/2013;11/27/2013;;;C13110008091;175;RMTJ IMPRESSOES LTDA;SP;160;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
11/28/2013;11/29/2013;;;C13110009730;858;Centro de diagnostico por imagem;SP;19;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/02/2013;12/02/2013;;;C13120000204;418;Douglas Barbosa laranjeira;SP;20;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/03/2013;12/03/2013;;;C13120000638;175;RMTJ IMPRESSOES LTDA;SP;259;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/03/2013;12/03/2013;;;C13120000719;671;Rossi Residencial S/A;SP;25;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/03/2013;12/03/2013;;;C13120000808;369;Equipa Máquinas e Utensílios para Escritórios Ltda;SP;18;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/04/2013;12/04/2013;;;C13120001367;119;BIRD SOLUTION LTDA;SP;147;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/04/2013;12/04/2013;;;C13120001448;861;JS XAVIER AR CONDICIONADO ME;SP;24;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/04/2013;12/05/2013;;;C13120001600;849;UNIMED MACAÉ COOPERATIVA DE TRABALHO MÉDICO;RJ;82;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/06/2013;12/06/2013;;;C13120002177;860;FUNDACAO INSTITUTO DE PESQUISA E ESTUDO DE DIAGNOSTICO POR IMAGEM - FIDI;GOIÁS;21;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/06/2013;12/06/2013;;;C13120002258;860;FUNDACAO INSTITUTO DE PESQUISA E ESTUDO DE DIAGNOSTICO POR IMAGEM - FIDI;GOIÁS;50;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/06/2013;12/09/2013;;;C13120002410;506;COBRAPE - CIA BRAS DE PROJ E EMPREEND - RJ ;RJ;40;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/06/2013;12/09/2013;;;C13120002509;741;Centro de Imagem Diagnósticos;MG;32;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/09/2013;12/09/2013;;;C13120002681;862;INFORLASER COM E SERV DE INFORMÁTICA LTDA EPP.;SP;150;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/09/2013;12/09/2013;;;C13120002762;248;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;SP;285;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/10/2013;12/11/2013;;;C13120003068;369;Equipa Máquinas e Utensílios para Escritórios Ltda;SP;36;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/10/2013;12/11/2013;;;C13120003220;119;BIRD SOLUTION LTDA;SP;245;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/10/2013;12/11/2013;;;C13120003300;814;TEL TELECOMUNICAÇÕES LTDA;SP;40;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/10/2013;12/11/2013;;;C13120003572;863;Instituto Federal de Educação Ciência e Tecnologia do Rio Grande do Norte Campus Santa Cruz;RN;106;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/11/2013;12/12/2013;;;C13120004030;552;Tribunal de Justiça do Estado do Rio de Janeiro;RJ;236;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/12/2013;12/13/2013;;;C13120004382;666;Organização Medica Cruzeiro do Sul S.A.;SP;35;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/12/2013;12/13/2013;;;C13120004544;864;CONTENTO COMUNICAÇÃO LTDA;SP;49;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/16/2013;12/16/2013;;;C13120005273;260;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;SP;800;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/17/2013;12/17/2013;;;C13120005516;865;Elke Siolin Martins;SP;300;2;Usuário Final-cadastro com CPF (à partir de 15 cart.);ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/17/2013;12/17/2013;;;C13120005788;798;PRODESP;SP;16;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/19/2013;12/19/2013;;;C13120006245;144;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;SP;130;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/19/2013;12/19/2013;;;C13120006326;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;130;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/19/2013;12/19/2013;;;C13120006407;139;OKIDATA DO BRASIL INFORMÁTICA;SP;5;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/19/2013;12/19/2013;;;C13120006679;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;200;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/19/2013;12/19/2013;;;C13120006750;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;200;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/23/2013;12/23/2013;;;C13120006911;366;Printsourcing Comércio de Produtos e Serviços de Informática Ltda;SP;35;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/23/2013;12/23/2013;;;C13120007055;389;Rossi Residencial;RJ;37;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/23/2013;12/26/2013;;;C13120007217;136;BELOCOPY COMERCIO DE EQUIPAMENTOS REPROGRAFICOS LTDA;MG;450;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/23/2013;12/26/2013;;;C13120007306;867;Scan equipamentos para escritório ltda;SP;95;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/26/2013;12/26/2013;;;C13120007489;369;Equipa Máquinas e Utensílios para Escritórios Ltda;SP;52;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/27/2013;12/27/2013;;;C13120007640;139;OKIDATA DO BRASIL INFORMÁTICA;SP;20;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/27/2013;12/30/2013;;;C13120007802;433;COPFAC MAQUINAS LTDA;SP;335;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/27/2013;12/30/2013;;;C13120007993;575;DI IMAGEM CENTRO DE DIAGNOSTICO INTEGRADO POR IMAGEM LTDA;MS;97;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/27/2013;12/30/2013;;;C13120008027;699;UNIDADE CAMPOGRANDENSE DE DIAGNÓSTICOS AVANÇADOS LTDA;MS;92;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/27/2013;12/30/2013;;;C13120008108;598;SONIMED DIAGNÓSTICOS LTDA.;MS;112;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/30/2013;12/30/2013;;;C13120008299;814;TEL TELECOMUNICAÇÕES LTDA;SÃO PAULO;50;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/30/2013;12/30/2013;;;C13120008370;435;ROSSI RESIDENCIAL SA;DF;22;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Aguardando coleta
12/30/2013;01/02/2014;;;C13120008450;678;IDS-INSTITUTO DE DIAGNÓSTICO SOROCABA LTDA;SP;70;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/02/2014;01/03/2014;;;C14010000267;671;Rossi Residencial S/A;SP;30;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/03/2014;01/03/2014;;;C14010000429;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;350;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/03/2014;01/06/2014;;;C14010000500;870;b2w;sp;75;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/06/2014;01/06/2014;;;C14010000690;549;Alldora Tecnologia;SP;80;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/06/2014;01/07/2014;;;C14010000852;821;Instituto Agires;SP;60;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/07/2014;01/07/2014;;;C14010000933;871;B2W Osasco;SP;50;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/07/2014;01/07/2014;;;C14010001077;725;HBL SOLUCOES LTDA;SP;45;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/07/2014;01/07/2014;;;C14010001158;872;CONSORCIO COBRAPE-STCP VIVA MARANHAO;MA;40;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/07/2014;01/08/2014;;;C14010001310;699;UNIDADE CAMPOGRANDENSE DE DIAGNÓSTICOS AVANÇADOS LTDA;MS;93;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/08/2014;01/08/2014;;;C14010001409;873;MITSUI ALIMENTOS LTDA;SP;30;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/08/2014;01/09/2014;;;C14010001581;121;Multh Comércio Materiais Equipamentos Ltda;SP;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/08/2014;01/09/2014;;;C14010001662;132;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;RJ;1500;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/09/2014;01/09/2014;;;C14010001824;119;BIRD SOLUTION LTDA;SP;147;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/10/2014;01/10/2014;;;C14010002200;538;PLANI RESSONANCIA;SP;250;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/10/2014;01/13/2014;;;C14010002391;263;Forprint Com. e Serv. de Informática Ltda.;SP;57;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/10/2014;01/13/2014;;;C14010002472;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;153;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/10/2014;01/13/2014;;;C14010002553;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;153;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/10/2014;01/13/2014;;;C14010002715;849;UNIMED MACAÉ COOPERATIVA DE TRABALHO MÉDICO;RJ;24;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/10/2014;01/13/2014;;;C14010002804;399;Office Total Solução em Tec. p/ Esc.Ltda;RJ;400;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/10/2014;01/13/2014;;;C14010002987;874;INSTITUTO FEDERAL DE EDUCACAO CIÊNCIA E TECNOLOGIA DE SÃO PAULO;SP;15;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/13/2014;01/13/2014;;;C14010003010;503;DIRECTA ELETRONICA LTDA;GO;200;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/13/2014;01/13/2014;;;C14010003100;734;Digital World Representações, Comércio e Serviços Ltda;GO;83;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/13/2014;01/13/2014;;;C14010003282;260;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;SP;850;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/13/2014;01/13/2014;;;C14010003363;870;b2w;sp;80;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/13/2014;01/13/2014;;;C14010003444;806;Dynatest Engenharia Ltda;SP;15;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/14/2014;01/14/2014;;;C14010003525;737;DIMEX DO TRIANGULO LTDA;GO;280;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/14/2014;01/15/2014;;;C14010003606;789;AWG BRASIL LTDA;SP;95;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/14/2014;01/15/2014;;;C14010003797;427;RGIS BRASIL SERVIÇOS DE ESTOQUES LTDA;SP;24;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/15/2014;01/15/2014;;;C14010003878;817;INSTITUTO HERMES PARDINI SA;MG;25;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/15/2014;01/16/2014;;;C14010003959;175;RMTJ IMPRESSOES LTDA;SP;239;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/15/2014;01/16/2014;;;C14010004092;683;Consórcio Lapa Pouptaempo;SP;20;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/15/2014;01/16/2014;;;C14010004173;263;Forprint Com. e Serv. de Informática Ltda.;SP;39;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/15/2014;01/16/2014;;;C14010004335;163;cprinter informatica e comercio ltda epp;SP;438;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/16/2014;01/16/2014;;;C14010004416;843;Unimed-SJC Cooperativa Medica;SP;29;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/16/2014;01/16/2014;;;C14010004505;379;SOLUTION AUTOMAÇAÕ EMPRESARIAL LTDA;SP;52;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/16/2014;01/16/2014;;;C14010004688;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;70;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/17/2014;01/21/2014;;;C14010004840;876;Dibon ;SP;20;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/17/2014;01/21/2014;;;C14010004920;182;Klima Campinas Tecnologia Ltda;SP;360;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/20/2014;01/21/2014;;;C14010005064;768;B2W CIA GLOBAL DO VAREJO;RJ;60;6;Empresas / Estados RJ; MG e ES;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/20/2014;01/21/2014;;;C14010005145;123;Dimex do Triângulo Ltda;MG;300;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/20/2014;01/21/2014;;;C14010005226;752;eduardojose pfaffann diniz;SP;300;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/22/2014;01/22/2014;;;C14010005498;870;b2w;sp;59;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/22/2014;01/22/2014;;;C14010005579;878;B2W - COMPANHIA GLOBAL DO VAREJO;SP;203;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/22/2014;01/23/2014;;;C14010005730;366;Printsourcing Comércio de Produtos e Serviços de Informática Ltda;SP;46;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/22/2014;01/23/2014;;;C14010005811;119;BIRD SOLUTION LTDA;SP;144;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/23/2014;01/23/2014;;;C14010006206;814;TEL TELECOMUNICAÇÕES LTDA;SP;29;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/23/2014;01/23/2014;;;C14010006389;856;B2W - COMPANHIA GLOBAL DO VAREJO;SP;60;5;Empresas / Estado de São Paulo;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/23/2014;01/23/2014;;;C14010006460;230;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;Pr;450;4;Revendedor;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/23/2014;01/24/2014;;;C14010006621;874;INSTITUTO FEDERAL DE EDUCACAO CIÊNCIA E TECNOLOGIA DE SÃO PAULO;SP;64;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/24/2014;01/24/2014;;;C14010006702;880;Gabriel Guedes;RJ;24;2;Usuário Final-cadastro com CPF (à partir de 15 cart.);ATLAS LOGÍSTICA LTDA;Aguardando coleta
01/24/2014;01/27/2014;;;C14010006893;595;COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SAO PAULO - PRODESP ;SP;34;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Aguardando coleta
