Número Solicitação;Código Cliente;Razão Social;Pontuação;Cód. Bônus;Desc. Bônus;Moeda do Bônus;Data Geração;Data Expiração
C08110000523;165;REIS OFFICE PRODUCTS COMERCIAL LTDA;52;00001;Pontuação VAR-Sudeste;P;04/12/2008;13/10/2018
C08110000523;165;REIS OFFICE PRODUCTS COMERCIAL LTDA;42;00001;Pontuação VAR-Sudeste;P;04/12/2008;13/10/2018
C08110000523;165;REIS OFFICE PRODUCTS COMERCIAL LTDA;54;00001;Pontuação VAR-Sudeste;P;04/12/2008;13/10/2018
C08110000523;165;REIS OFFICE PRODUCTS COMERCIAL LTDA;0;00001;Pontuação VAR-Sudeste;P;04/12/2008;13/10/2018
C08110001090;169;I4PRO INFORMATICA LTDA;63;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08110001090;169;I4PRO INFORMATICA LTDA;42;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08110001090;169;I4PRO INFORMATICA LTDA;63;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08110001090;169;I4PRO INFORMATICA LTDA;21;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08110001090;169;I4PRO INFORMATICA LTDA;47;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08110001090;169;I4PRO INFORMATICA LTDA;47;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08110001090;169;I4PRO INFORMATICA LTDA;14;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08110001171;170;PHB Eletronica ltda;356;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08110001171;170;PHB Eletronica ltda;267;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08110001171;170;PHB Eletronica ltda;445;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08110001171;170;PHB Eletronica ltda;623;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08110001171;170;PHB Eletronica ltda;42;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08110001171;170;PHB Eletronica ltda;58;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08110001171;170;PHB Eletronica ltda;138;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08110001171;170;PHB Eletronica ltda;138;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08110001171;170;PHB Eletronica ltda;138;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08110001171;170;PHB Eletronica ltda;138;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08100003937;158;TRIBUNAL DE JUSTIÇA DO DISTRITO FEDERAL E DOS TERRITÓRIOS;3510;00011;Pontuação Governo e Corporativo - Centro-Oeste;P;04/12/2008;17/12/2227
C08100003937;158;TRIBUNAL DE JUSTIÇA DO DISTRITO FEDERAL E DOS TERRITÓRIOS;270;00011;Pontuação Governo e Corporativo - Centro-Oeste;P;04/12/2008;17/12/2227
C08100003937;158;TRIBUNAL DE JUSTIÇA DO DISTRITO FEDERAL E DOS TERRITÓRIOS;270;00011;Pontuação Governo e Corporativo - Centro-Oeste;P;04/12/2008;17/12/2227
C08100003937;158;TRIBUNAL DE JUSTIÇA DO DISTRITO FEDERAL E DOS TERRITÓRIOS;378;00011;Pontuação Governo e Corporativo - Centro-Oeste;P;04/12/2008;17/12/2227
C08100003937;158;TRIBUNAL DE JUSTIÇA DO DISTRITO FEDERAL E DOS TERRITÓRIOS;534;00011;Pontuação Governo e Corporativo - Centro-Oeste;P;04/12/2008;17/12/2227
C08100003937;158;TRIBUNAL DE JUSTIÇA DO DISTRITO FEDERAL E DOS TERRITÓRIOS;534;00011;Pontuação Governo e Corporativo - Centro-Oeste;P;04/12/2008;17/12/2227
C08100003937;158;TRIBUNAL DE JUSTIÇA DO DISTRITO FEDERAL E DOS TERRITÓRIOS;623;00011;Pontuação Governo e Corporativo - Centro-Oeste;P;04/12/2008;17/12/2227
C08100003937;158;TRIBUNAL DE JUSTIÇA DO DISTRITO FEDERAL E DOS TERRITÓRIOS;801;00011;Pontuação Governo e Corporativo - Centro-Oeste;P;04/12/2008;17/12/2227
C08100001993;144;abba equipamentos de informatica e suprimentos ltda;1900;00005;Pontuação VAR - Centro-Oeste;P;04/12/2008;07/11/2017
C08120001700;185;INTERPRINT LTDA;99;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08120001700;185;INTERPRINT LTDA;99;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08120001700;185;INTERPRINT LTDA;99;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08120001700;185;INTERPRINT LTDA;198;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08120001700;185;INTERPRINT LTDA;72;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08120001700;185;INTERPRINT LTDA;72;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08120001700;185;INTERPRINT LTDA;72;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08120001700;185;INTERPRINT LTDA;142;00009;Pontuação Governo e Corporativo - Sudeste;P;04/12/2008;30/05/2021
C08100002531;148;H2L EQUIPAMENTOS SISTEMAS LTDA;1624;00005;Pontuação VAR - Centro-Oeste;P;05/12/2008;08/11/2017
C08110000795;133;CD STUDIO;314;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110000795;133;CD STUDIO;471;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110000795;133;CD STUDIO;1099;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110000795;133;CD STUDIO;471;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110000795;133;CD STUDIO;103;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110000795;133;CD STUDIO;412;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110000795;133;CD STUDIO;206;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110000795;133;CD STUDIO;166;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110000795;133;CD STUDIO;19;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110001252;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;429;00003;Pontuação VAR - Sul;P;05/12/2008;03/12/2018
C08110001252;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;128;00003;Pontuação VAR - Sul;P;05/12/2008;03/12/2018
C08110001252;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;69;00003;Pontuação VAR - Sul;P;05/12/2008;03/12/2018
C08110001252;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;30;00003;Pontuação VAR - Sul;P;05/12/2008;03/12/2018
C08110001252;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;60;00003;Pontuação VAR - Sul;P;05/12/2008;03/12/2018
C08110001252;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;156;00003;Pontuação VAR - Sul;P;05/12/2008;03/12/2018
C08110001252;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;152;00003;Pontuação VAR - Sul;P;05/12/2008;03/12/2018
C08110001252;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;25;00003;Pontuação VAR - Sul;P;05/12/2008;03/12/2018
C08110001252;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;25;00003;Pontuação VAR - Sul;P;05/12/2008;03/12/2018
C08110001252;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;50;00003;Pontuação VAR - Sul;P;05/12/2008;03/12/2018
C08110001252;102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;46;00003;Pontuação VAR - Sul;P;05/12/2008;03/12/2018
C08110001414;171;SIGNORINI PRODUCAO GRAFICA;93;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110001414;171;SIGNORINI PRODUCAO GRAFICA;124;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110001414;171;SIGNORINI PRODUCAO GRAFICA;124;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110001414;171;SIGNORINI PRODUCAO GRAFICA;217;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110001414;171;SIGNORINI PRODUCAO GRAFICA;47;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110001414;171;SIGNORINI PRODUCAO GRAFICA;47;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110001414;171;SIGNORINI PRODUCAO GRAFICA;47;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110001414;171;SIGNORINI PRODUCAO GRAFICA;47;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110002305;175;IGREJA PENTECOSTAL DEUS E AMOR;396;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110002305;175;IGREJA PENTECOSTAL DEUS E AMOR;495;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110002305;175;IGREJA PENTECOSTAL DEUS E AMOR;297;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110002305;175;IGREJA PENTECOSTAL DEUS E AMOR;1881;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110002305;175;IGREJA PENTECOSTAL DEUS E AMOR;288;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110002305;175;IGREJA PENTECOSTAL DEUS E AMOR;216;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110002305;175;IGREJA PENTECOSTAL DEUS E AMOR;144;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110002305;175;IGREJA PENTECOSTAL DEUS E AMOR;568;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110002577;176;megabarre ind equip eletricos ltda;282;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110002577;176;megabarre ind equip eletricos ltda;376;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110002577;176;megabarre ind equip eletricos ltda;376;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110002577;176;megabarre ind equip eletricos ltda;658;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110002577;176;megabarre ind equip eletricos ltda;51;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110002577;176;megabarre ind equip eletricos ltda;51;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110002577;176;megabarre ind equip eletricos ltda;51;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110002577;176;megabarre ind equip eletricos ltda;51;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110003034;145;must eventos e desenvolvimento ltda.;62;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110003034;145;must eventos e desenvolvimento ltda.;93;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110003034;145;must eventos e desenvolvimento ltda.;62;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110003034;145;must eventos e desenvolvimento ltda.;62;00009;Pontuação Governo e Corporativo - Sudeste;P;05/12/2008;31/05/2021
C08110001333;142;Carmel Comercial Ltda;208;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;156;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;156;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;42;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;306;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;84;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;126;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;168;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;165;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;168;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;47;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;54;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;54;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;108;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;26;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;464;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;493;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;435;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;476;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;205;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;164;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;123;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;184;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;80;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;28;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;19;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;42;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;136;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;20;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;40;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;96;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;288;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;216;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;180;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001333;142;Carmel Comercial Ltda;396;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001686;157;cprinter informatica e comercio ltda epp;1260;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;96;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;34;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;34;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;34;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;42;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;72;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;48;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;72;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;48;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;10;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;208;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;208;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;208;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;168;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;162;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;216;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;216;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;182;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;54;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;108;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;54;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;104;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;24;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;1008;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;50;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;56;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;102;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;136;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;136;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;147;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;240;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;150;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;240;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;105;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;24;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;52;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;130;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;104;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001767;117;DISTRIFILM COMERCIAL LTDA;208;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110001848;167;RMTJ IMPRESSOES LTDA;1728;00009;Pontuação Governo e Corporativo - Sudeste;P;08/12/2008;03/06/2021
C08110001848;167;RMTJ IMPRESSOES LTDA;1800;00009;Pontuação Governo e Corporativo - Sudeste;P;08/12/2008;03/06/2021
C08110001848;167;RMTJ IMPRESSOES LTDA;1944;00009;Pontuação Governo e Corporativo - Sudeste;P;08/12/2008;03/06/2021
C08110001848;167;RMTJ IMPRESSOES LTDA;1988;00009;Pontuação Governo e Corporativo - Sudeste;P;08/12/2008;03/06/2021
C08110001848;167;RMTJ IMPRESSOES LTDA;2970;00009;Pontuação Governo e Corporativo - Sudeste;P;08/12/2008;03/06/2021
C08110001848;167;RMTJ IMPRESSOES LTDA;3069;00009;Pontuação Governo e Corporativo - Sudeste;P;08/12/2008;03/06/2021
C08110001848;167;RMTJ IMPRESSOES LTDA;2871;00009;Pontuação Governo e Corporativo - Sudeste;P;08/12/2008;03/06/2021
C08110001848;167;RMTJ IMPRESSOES LTDA;3762;00009;Pontuação Governo e Corporativo - Sudeste;P;08/12/2008;03/06/2021
C08110001848;167;RMTJ IMPRESSOES LTDA;152;00009;Pontuação Governo e Corporativo - Sudeste;P;08/12/2008;03/06/2021
C08110001848;167;RMTJ IMPRESSOES LTDA;288;00009;Pontuação Governo e Corporativo - Sudeste;P;08/12/2008;03/06/2021
C08110003972;181;Equipa Máquinas e Utensílios para Escritórios Ltda;1470;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110003972;181;Equipa Máquinas e Utensílios para Escritórios Ltda;108;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110003972;181;Equipa Máquinas e Utensílios para Escritórios Ltda;108;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110003972;181;Equipa Máquinas e Utensílios para Escritórios Ltda;108;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110003972;181;Equipa Máquinas e Utensílios para Escritórios Ltda;30;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110003972;181;Equipa Máquinas e Utensílios para Escritórios Ltda;60;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110003972;181;Equipa Máquinas e Utensílios para Escritórios Ltda;60;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110003972;181;Equipa Máquinas e Utensílios para Escritórios Ltda;15;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110003972;181;Equipa Máquinas e Utensílios para Escritórios Ltda;41;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110003972;181;Equipa Máquinas e Utensílios para Escritórios Ltda;42;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110003972;181;Equipa Máquinas e Utensílios para Escritórios Ltda;26;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110003972;181;Equipa Máquinas e Utensílios para Escritórios Ltda;20;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08110003972;181;Equipa Máquinas e Utensílios para Escritórios Ltda;42;00001;Pontuação VAR-Sudeste;P;08/12/2008;17/10/2018
C08120002936;139;Tribunal de Contas do Estado de São Paulo;102;00009;Pontuação Governo e Corporativo - Sudeste;P;09/12/2008;04/06/2021
C08120002936;139;Tribunal de Contas do Estado de São Paulo;940;00009;Pontuação Governo e Corporativo - Sudeste;P;09/12/2008;04/06/2021
C08120002936;139;Tribunal de Contas do Estado de São Paulo;93;00009;Pontuação Governo e Corporativo - Sudeste;P;09/12/2008;04/06/2021
C08120003070;129;COMPANHIA DO METROPOLITANO DE SÃO PAULO;1780;00009;Pontuação Governo e Corporativo - Sudeste;P;09/12/2008;04/06/2021
C08090001210;125;DEPARTAMENTO ESTADUAL DE TRANSITO;1210;00010;Pontuação Governo e Corporativo - Nordeste;P;12/12/2008;30/09/2167
C08120004807;142;Carmel Comercial Ltda;41;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
C08120004807;142;Carmel Comercial Ltda;360;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
C08120004807;142;Carmel Comercial Ltda;504;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
C08120004807;142;Carmel Comercial Ltda;576;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
C08120004807;142;Carmel Comercial Ltda;540;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
C08120004807;142;Carmel Comercial Ltda;160;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
C08120004807;142;Carmel Comercial Ltda;136;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
C08120004807;142;Carmel Comercial Ltda;72;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
C08120004807;142;Carmel Comercial Ltda;288;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
C08120004807;142;Carmel Comercial Ltda;60;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
C08120004807;142;Carmel Comercial Ltda;60;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
C08120004807;142;Carmel Comercial Ltda;14;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
C08120004807;142;Carmel Comercial Ltda;40;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
C08120004807;142;Carmel Comercial Ltda;10;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
C08120004807;142;Carmel Comercial Ltda;26;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
C08120004807;142;Carmel Comercial Ltda;208;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
C08120004807;142;Carmel Comercial Ltda;156;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
C08120004807;142;Carmel Comercial Ltda;104;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
C08120004807;142;Carmel Comercial Ltda;252;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
C08120004807;142;Carmel Comercial Ltda;216;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
C08120004807;142;Carmel Comercial Ltda;378;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
C08120004807;142;Carmel Comercial Ltda;216;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
C08120004807;142;Carmel Comercial Ltda;208;00001;Pontuação VAR-Sudeste;P;17/12/2008;26/10/2018
