Código Cliente;Razão Social;Pontuação;Cód. Bônus;Moeda do Bônus;Data Geração;Data Expiração
167;RMTJ IMPRESSOES LTDA;3655;00009;Pontuacao;07/02/2013;12/26/2025
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;9146;00003;Pontuacao;08/09/2013;08/07/2023
164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;5552;00001;Pontuacao;07/02/2013;05/11/2023
122;Dimex do Triângulo Ltda;2969;00001;Pontuacao;08/01/2013;06/10/2023
376;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;1394;00001;Pontuacao;08/01/2013;06/10/2023
118;BIRD SOLUTION LTDA;8754;00001;Pontuacao;07/02/2013;05/11/2023
338;Printsourcing Comércio de Produtos e Serviços de Informática Ltda;790;00001;Pontuacao;08/01/2013;06/10/2023
143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;1881;00001;Pontuacao;07/02/2013;05/11/2023
136;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;20740;00001;Pontuacao;07/02/2013;05/11/2023
455;DIRECTA ELETRONICA LTDA;1430;00005;Pontuacao;08/01/2013;07/05/2022
167;RMTJ IMPRESSOES LTDA;2620;00009;Pontuacao;07/02/2013;12/26/2025
174;Klima Campinas Tecnologia Ltda;7576;00001;Pontuacao;06/28/2013;05/07/2023
118;BIRD SOLUTION LTDA;8245;00001;Pontuacao;08/01/2013;06/10/2023
117;DISTRIFILM COMERCIAL LTDA;781;00001;Pontuacao;06/28/2013;05/07/2023
442;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;1904;00005;Pontuacao;06/28/2013;06/01/2022
131;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;30814;00009;Pontuacao;06/28/2013;12/22/2025
235;Casa Omnigráfica de Máquinas ltda;9398;00001;Pontuacao;06/28/2013;05/07/2023
167;RMTJ IMPRESSOES LTDA;5146;00009;Pontuacao;08/01/2013;01/25/2026
482;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;2607;00001;Pontuacao;08/01/2013;06/10/2023
244;Forprint Com. e Serv. de Informática Ltda.;3029;00014;Pontuacao;08/01/2013;07/14/2024
338;Printsourcing Comércio de Produtos e Serviços de Informática Ltda;1298;00001;Pontuacao;08/01/2013;06/10/2023
117;DISTRIFILM COMERCIAL LTDA;1444;00001;Pontuacao;08/01/2013;06/10/2023
118;BIRD SOLUTION LTDA;5232;00001;Pontuacao;08/01/2013;06/10/2023
181;Equipa Máquinas e Utensílios para Escritórios Ltda;983;00001;Pontuacao;08/01/2013;06/10/2023
164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;2436;00001;Pontuacao;08/01/2013;06/10/2023
215;PRODUS PRODUTOS E SOLUÇÕES PARA INFORMATICA LTDA;143;00004;Pontuacao;08/05/2013;07/04/2023
167;RMTJ IMPRESSOES LTDA;21546;00009;Pontuacao;08/01/2013;01/25/2026
319;Tribunal de Justiça do Estado do Rio de Janeiro;32108;00009;Pontuacao;08/09/2013;02/02/2026
157;cprinter informatica e comercio ltda epp;12756;00001;Pontuacao;08/01/2013;06/10/2023
424;COMAVI COMÉRCIO DE MÁQUINAS E VISUAIS LTDA;1580;00001;Pontuacao;08/01/2013;06/10/2023
442;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;1471;00005;Pontuacao;08/01/2013;07/05/2022
455;DIRECTA ELETRONICA LTDA;1405;00005;Pontuacao;08/05/2013;07/09/2022
482;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;2228;00001;Pontuacao;08/05/2013;06/14/2023
118;BIRD SOLUTION LTDA;13326;00001;Pontuacao;08/01/2013;06/10/2023
117;DISTRIFILM COMERCIAL LTDA;4527;00001;Pontuacao;08/05/2013;06/14/2023
424;COMAVI COMÉRCIO DE MÁQUINAS E VISUAIS LTDA;4613;00001;Pontuacao;08/06/2013;06/15/2023
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;7106;00003;Pontuacao;08/06/2013;08/04/2023
143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;4134;00001;Pontuacao;08/06/2013;06/15/2023
122;Dimex do Triângulo Ltda;7594;00001;Pontuacao;08/06/2013;06/15/2023
118;BIRD SOLUTION LTDA;3257;00001;Pontuacao;08/01/2013;06/10/2023
199;copylink equipamentos para escritorio ltda;2272;00003;Pontuacao;08/09/2013;08/07/2023
482;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;3060;00001;Pontuacao;08/06/2013;06/15/2023
181;Equipa Máquinas e Utensílios para Escritórios Ltda;1562;00001;Pontuacao;08/21/2013;06/30/2023
305;Departamento de Águas e Energia;1725;00009;Pontuacao;08/06/2013;01/30/2026
120;Multh Comércio Materiais Equipamentos Ltda;16541;00001;Pontuacao;08/21/2013;06/30/2023
429;Consórcio Cidade Ademar Poupatempo;978;00001;Pontuacao;08/21/2013;06/30/2023
244;Forprint Com. e Serv. de Informática Ltda.;635;00014;Pontuacao;08/06/2013;07/19/2024
157;cprinter informatica e comercio ltda epp;11617;00001;Pontuacao;08/06/2013;06/15/2023
118;BIRD SOLUTION LTDA;3533;00001;Pontuacao;08/06/2013;06/15/2023
442;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;554;00005;Pontuacao;08/21/2013;07/25/2022
481;Tecnolta Equipamentos Eletronicos Ltda;2812;00005;Pontuacao;08/22/2013;07/26/2022
482;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;2400;00001;Pontuacao;08/22/2013;07/01/2023
235;Casa Omnigráfica de Máquinas ltda;10129;00001;Pontuacao;08/22/2013;07/01/2023
190;Lunes 3 Comércio de Máquinas e Suprimentos Gráficos Ltda;2994;00003;Pontuacao;09/10/2013;09/08/2023
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;8875;00003;Pontuacao;08/22/2013;08/20/2023
482;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;2306;00001;Pontuacao;08/22/2013;07/01/2023
455;DIRECTA ELETRONICA LTDA;1455;00005;Pontuacao;08/22/2013;07/26/2022
136;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;27254;00001;Pontuacao;08/22/2013;07/01/2023
256;Consórcio Mananciais;1349;00009;Pontuacao;08/22/2013;02/15/2026
118;BIRD SOLUTION LTDA;6181;00001;Pontuacao;08/22/2013;07/01/2023
454;IDDEIA COMERCIO LOCACAO E SOLUCOES TECNOLOGIA LTDA;136;00003;Pontuacao;08/22/2013;08/20/2023
481;Tecnolta Equipamentos Eletronicos Ltda;1216;00005;Pontuacao;09/10/2013;08/14/2022
338;Printsourcing Comércio de Produtos e Serviços de Informática Ltda;1291;00001;Pontuacao;08/22/2013;07/01/2023
365;Office Total Solução em Tec. p/ Esc.Ltda;10515;00001;Pontuacao;09/10/2013;07/20/2023
454;IDDEIA COMERCIO LOCACAO E SOLUCOES TECNOLOGIA LTDA;108;00003;Pontuacao;08/22/2013;08/20/2023
143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;4967;00001;Pontuacao;09/10/2013;07/20/2023
181;Equipa Máquinas e Utensílios para Escritórios Ltda;920;00001;Pontuacao;08/22/2013;07/01/2023
244;Forprint Com. e Serv. de Informática Ltda.;816;00014;Pontuacao;08/22/2013;08/04/2024
122;Dimex do Triângulo Ltda;5606;00001;Pontuacao;09/10/2013;07/20/2023
442;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;2252;00005;Pontuacao;09/10/2013;08/14/2022
157;cprinter informatica e comercio ltda epp;11135;00001;Pontuacao;08/22/2013;07/01/2023
118;BIRD SOLUTION LTDA;12127;00001;Pontuacao;08/22/2013;07/01/2023
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;6227;00003;Pontuacao;09/10/2013;09/08/2023
213;FK EQUIPAMENTOS PARA ESCRITÓRIO LTDA.;1842;00001;Pontuacao;02/05/2014;12/15/2023
164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;2356;00001;Pontuacao;08/22/2013;07/01/2023
131;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;63071;00009;Pontuacao;09/11/2013;03/07/2026
371;COPFAC MAQUINAS LTDA;4149;00001;Pontuacao;09/11/2013;07/21/2023
278;SO  SETTY  COMLTD;3432;00009;Pontuacao;09/12/2013;03/08/2026
157;cprinter informatica e comercio ltda epp;5563;00001;Pontuacao;09/10/2013;07/20/2023
482;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;2926;00001;Pontuacao;09/27/2013;08/06/2023
174;Klima Campinas Tecnologia Ltda;1978;00001;Pontuacao;09/27/2013;08/06/2023
323;SOLUTION AUTOMAÇAÕ EMPRESARIAL LTDA;2228;00001;Pontuacao;09/12/2013;07/22/2023
174;Klima Campinas Tecnologia Ltda;7672;00001;Pontuacao;09/27/2013;08/06/2023
199;copylink equipamentos para escritorio ltda;788;00003;Pontuacao;09/27/2013;09/25/2023
136;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;43387;00001;Pontuacao;09/12/2013;07/22/2023
455;DIRECTA ELETRONICA LTDA;1032;00005;Pontuacao;09/27/2013;08/31/2022
118;BIRD SOLUTION LTDA;4840;00001;Pontuacao;09/27/2013;08/06/2023
174;Klima Campinas Tecnologia Ltda;70;00001;Pontuacao;09/27/2013;08/06/2023
167;RMTJ IMPRESSOES LTDA;1256;00009;Pontuacao;02/05/2014;08/01/2026
167;RMTJ IMPRESSOES LTDA;3297;00009;Pontuacao;02/05/2014;08/01/2026
167;RMTJ IMPRESSOES LTDA;1775;00009;Pontuacao;02/05/2014;08/01/2026
167;RMTJ IMPRESSOES LTDA;5076;00009;Pontuacao;02/05/2014;08/01/2026
167;RMTJ IMPRESSOES LTDA;16464;00009;Pontuacao;02/05/2014;08/01/2026
167;RMTJ IMPRESSOES LTDA;4407;00009;Pontuacao;02/05/2014;08/01/2026
167;RMTJ IMPRESSOES LTDA;670;00009;Pontuacao;02/05/2014;08/01/2026
167;RMTJ IMPRESSOES LTDA;819;00009;Pontuacao;02/05/2014;08/01/2026
442;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;1329;00005;Pontuacao;09/27/2013;08/31/2022
143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;4132;00001;Pontuacao;09/27/2013;08/06/2023
482;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;2960;00001;Pontuacao;09/27/2013;08/06/2023
164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;6544;00001;Pontuacao;09/27/2013;08/06/2023
497;Alldora Tecnologia;2451;00001;Pontuacao;09/12/2013;07/22/2023
710;AWG BRASIL LTDA;5197;00001;Pontuacao;09/12/2013;07/22/2023
181;Equipa Máquinas e Utensílios para Escritórios Ltda;901;00001;Pontuacao;09/27/2013;08/06/2023
213;FK EQUIPAMENTOS PARA ESCRITÓRIO LTDA.;1676;00001;Pontuacao;02/05/2014;12/15/2023
139;Tribunal de Contas do Estado de São Paulo;7833;00009;Pontuacao;09/27/2013;03/23/2026
120;Multh Comércio Materiais Equipamentos Ltda;10669;00001;Pontuacao;09/27/2013;08/06/2023
662;DIMEX DO TRIANGULO LTDA;6024;00001;Pontuacao;10/23/2013;09/01/2023
276;Otto Baumgart Ind e Com SA;7883;00009;Pontuacao;10/03/2013;03/29/2026
131;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;90011;00009;Pontuacao;10/23/2013;04/18/2026
167;RMTJ IMPRESSOES LTDA;10371;00009;Pontuacao;10/03/2013;03/29/2026
134;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;20807;00001;Pontuacao;10/03/2013;08/12/2023
371;COPFAC MAQUINAS LTDA;11646;00001;Pontuacao;10/03/2013;08/12/2023
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;3680;00003;Pontuacao;10/03/2013;10/01/2023
662;DIMEX DO TRIANGULO LTDA;8035;00001;Pontuacao;10/03/2013;08/12/2023
455;DIRECTA ELETRONICA LTDA;3246;00005;Pontuacao;10/03/2013;09/06/2022
244;Forprint Com. e Serv. de Informática Ltda.;649;00014;Pontuacao;10/03/2013;09/15/2024
481;Tecnolta Equipamentos Eletronicos Ltda;2736;00005;Pontuacao;10/23/2013;09/26/2022
710;AWG BRASIL LTDA;5622;00001;Pontuacao;10/03/2013;08/12/2023
482;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;2806;00001;Pontuacao;10/23/2013;09/01/2023
117;DISTRIFILM COMERCIAL LTDA;446;00001;Pontuacao;10/31/2013;09/09/2023
181;Equipa Máquinas e Utensílios para Escritórios Ltda;867;00001;Pontuacao;10/03/2013;08/12/2023
143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;5331;00001;Pontuacao;10/25/2013;09/03/2023
157;cprinter informatica e comercio ltda epp;3391;00001;Pontuacao;10/03/2013;08/12/2023
442;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;2478;00005;Pontuacao;10/23/2013;09/26/2022
455;DIRECTA ELETRONICA LTDA;2041;00005;Pontuacao;10/25/2013;09/28/2022
319;Tribunal de Justiça do Estado do Rio de Janeiro;66443;00009;Pontuacao;10/25/2013;04/20/2026
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;6393;00003;Pontuacao;10/25/2013;10/23/2023
136;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;30591;00001;Pontuacao;10/23/2013;09/01/2023
424;COMAVI COMÉRCIO DE MÁQUINAS E VISUAIS LTDA;3909;00001;Pontuacao;10/25/2013;09/03/2023
710;AWG BRASIL LTDA;2764;00001;Pontuacao;10/23/2013;09/01/2023
134;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;14564;00001;Pontuacao;10/25/2013;09/03/2023
244;Forprint Com. e Serv. de Informática Ltda.;384;00014;Pontuacao;10/23/2013;10/05/2024
338;Printsourcing Comércio de Produtos e Serviços de Informática Ltda;4478;00001;Pontuacao;10/25/2013;09/03/2023
167;RMTJ IMPRESSOES LTDA;2825;00009;Pontuacao;02/05/2014;08/01/2026
199;copylink equipamentos para escritorio ltda;8544;00003;Pontuacao;10/31/2013;10/29/2023
122;Dimex do Triângulo Ltda;7034;00001;Pontuacao;10/31/2013;09/09/2023
742;STK COMERCIO E SERVIÇOS LTDA;4032;00009;Pontuacao;01/21/2014;07/17/2026
118;BIRD SOLUTION LTDA;17737;00001;Pontuacao;10/25/2013;09/03/2023
164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;8633;00001;Pontuacao;10/25/2013;09/03/2023
442;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;1632;00005;Pontuacao;10/25/2013;09/28/2022
662;DIMEX DO TRIANGULO LTDA;2911;00001;Pontuacao;10/25/2013;09/03/2023
435;Empresa Baiana de Águas e Saneamento;27484;00010;Pontuacao;02/05/2014;11/23/2172
235;Casa Omnigráfica de Máquinas ltda;10101;00001;Pontuacao;10/25/2013;09/03/2023
181;Equipa Máquinas e Utensílios para Escritórios Ltda;573;00001;Pontuacao;10/25/2013;09/03/2023
213;FK EQUIPAMENTOS PARA ESCRITÓRIO LTDA.;1663;00001;Pontuacao;02/05/2014;12/15/2023
143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;4804;00001;Pontuacao;10/25/2013;09/03/2023
692;ASSISTI TELEINFORMÁTICA LTDA;2124;00001;Pontuacao;10/25/2013;09/03/2023
529;Ministério Público do Estado de São Paulo;1980;00009;Pontuacao;10/31/2013;04/26/2026
244;Forprint Com. e Serv. de Informática Ltda.;926;00014;Pontuacao;10/25/2013;10/07/2024
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;7170;00003;Pontuacao;10/31/2013;10/29/2023
692;ASSISTI TELEINFORMÁTICA LTDA;4147;00001;Pontuacao;10/30/2013;09/08/2023
710;AWG BRASIL LTDA;8768;00001;Pontuacao;10/30/2013;09/08/2023
497;Alldora Tecnologia;7799;00001;Pontuacao;10/30/2013;09/08/2023
215;PRODUS PRODUTOS E SOLUÇÕES PARA INFORMATICA LTDA;721;00004;Pontuacao;11/05/2013;10/04/2023
181;Equipa Máquinas e Utensílios para Escritórios Ltda;573;00001;Pontuacao;10/31/2013;09/09/2023
118;BIRD SOLUTION LTDA;7799;00001;Pontuacao;10/25/2013;09/03/2023
120;Multh Comércio Materiais Equipamentos Ltda;1134;00001;Pontuacao;11/05/2013;09/14/2023
167;RMTJ IMPRESSOES LTDA;24915;00009;Pontuacao;11/05/2013;05/01/2026
244;Forprint Com. e Serv. de Informática Ltda.;123;00014;Pontuacao;10/31/2013;10/13/2024
164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;5440;00001;Pontuacao;10/31/2013;09/09/2023
135;BELOCOPY COMERCIO DE EQUIPAMENTOS REPROGRAFICOS LTDA;11104;00001;Pontuacao;02/05/2014;12/15/2023
429;Consórcio Cidade Ademar Poupatempo;443;00001;Pontuacao;11/05/2013;09/14/2023
662;DIMEX DO TRIANGULO LTDA;4806;00001;Pontuacao;01/20/2014;11/29/2023
118;BIRD SOLUTION LTDA;3907;00001;Pontuacao;10/31/2013;09/09/2023
728;WTORRE INNOVA ADM. CONDOMINAL LTDA;420;00009;Pontuacao;01/20/2014;07/16/2026
134;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;5202;00001;Pontuacao;01/20/2014;11/29/2023
338;Printsourcing Comércio de Produtos e Serviços de Informática Ltda;973;00001;Pontuacao;11/05/2013;09/14/2023
442;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;809;00005;Pontuacao;01/20/2014;12/24/2022
454;IDDEIA COMERCIO LOCACAO E SOLUCOES TECNOLOGIA LTDA;3366;00003;Pontuacao;01/20/2014;01/18/2024
122;Dimex do Triângulo Ltda;3960;00001;Pontuacao;01/20/2014;11/29/2023
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;15267;00003;Pontuacao;01/20/2014;01/18/2024
164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;5177;00001;Pontuacao;11/05/2013;09/14/2023
371;COPFAC MAQUINAS LTDA;9589;00001;Pontuacao;01/20/2014;11/29/2023
136;KITANI LOCAÇÃO E COM. DE EQUIPS LTDA;30271;00001;Pontuacao;11/05/2013;09/14/2023
710;AWG BRASIL LTDA;4969;00001;Pontuacao;11/05/2013;09/14/2023
143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;5667;00001;Pontuacao;01/20/2014;11/29/2023
659;Digital World Representações, Comércio e Serviços Ltda;2187;00005;Pontuacao;02/05/2014;01/09/2023
181;Equipa Máquinas e Utensílios para Escritórios Ltda;2091;00001;Pontuacao;01/20/2014;11/29/2023
742;STK COMERCIO E SERVIÇOS LTDA;3360;00009;Pontuacao;01/21/2014;07/17/2026
376;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;871;00001;Pontuacao;01/20/2014;11/29/2023
254;TELDATA INFORMÁTICA E TELECOMUNICAÇÕES LTDA.;681;00009;Pontuacao;01/20/2014;07/16/2026
235;Casa Omnigráfica de Máquinas ltda;2437;00001;Pontuacao;01/20/2014;11/29/2023
244;Forprint Com. e Serv. de Informática Ltda.;2386;00014;Pontuacao;01/20/2014;01/02/2025
131;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;131724;00009;Pontuacao;01/20/2014;07/16/2026
167;RMTJ IMPRESSOES LTDA;11672;00009;Pontuacao;02/05/2014;08/01/2026
319;Tribunal de Justiça do Estado do Rio de Janeiro;61312;00009;Pontuacao;01/23/2014;07/19/2026
134;SIMPTEC COMÉRCIO DE MÁQUINAS LTDA;9957;00001;Pontuacao;01/23/2014;12/02/2023
662;DIMEX DO TRIANGULO LTDA;8534;00001;Pontuacao;01/20/2014;11/29/2023
120;Multh Comércio Materiais Equipamentos Ltda;3698;00001;Pontuacao;01/20/2014;11/29/2023
710;AWG BRASIL LTDA;2697;00001;Pontuacao;01/20/2014;11/29/2023
199;copylink equipamentos para escritorio ltda;2729;00003;Pontuacao;01/20/2014;01/18/2024
287;Atrium Consultoria Ltda;2364;00009;Pontuacao;01/20/2014;07/16/2026
376;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;6214;00001;Pontuacao;01/20/2014;11/29/2023
213;FK EQUIPAMENTOS PARA ESCRITÓRIO LTDA.;2352;00001;Pontuacao;01/20/2014;11/29/2023
157;cprinter informatica e comercio ltda epp;11853;00001;Pontuacao;01/20/2014;11/29/2023
118;BIRD SOLUTION LTDA;9982;00001;Pontuacao;01/20/2014;11/29/2023
138;;549;00001;Pontuacao;01/20/2014;11/29/2023
442;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;1976;00005;Pontuacao;01/20/2014;12/24/2022
181;Equipa Máquinas e Utensílios para Escritórios Ltda;1185;00001;Pontuacao;01/20/2014;11/29/2023
692;ASSISTI TELEINFORMÁTICA LTDA;3505;00001;Pontuacao;01/20/2014;11/29/2023
181;Equipa Máquinas e Utensílios para Escritórios Ltda;711;00001;Pontuacao;01/20/2014;11/29/2023
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;17349;00003;Pontuacao;01/23/2014;01/21/2024
508;Consorcio Tatui Poupatempo;2987;00001;Pontuacao;01/23/2014;12/02/2023
305;Departamento de Águas e Energia;9040;00009;Pontuacao;01/23/2014;07/19/2026
376;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;852;00001;Pontuacao;01/23/2014;12/02/2023
118;BIRD SOLUTION LTDA;2708;00001;Pontuacao;01/20/2014;11/29/2023
143;IMPORTINVEST IMPORTAÇÃO COMÉRCIO LTDA;7021;00001;Pontuacao;01/23/2014;12/02/2023
139;Tribunal de Contas do Estado de São Paulo;17443;00009;Pontuacao;01/23/2014;07/19/2026
167;RMTJ IMPRESSOES LTDA;18072;00009;Pontuacao;06/02/2014;11/26/2026
190;Lunes 3 Comércio de Máquinas e Suprimentos Gráficos Ltda;3021;00003;Pontuacao;01/29/2014;01/27/2024
662;DIMEX DO TRIANGULO LTDA;4199;00001;Pontuacao;01/29/2014;12/08/2023
167;RMTJ IMPRESSOES LTDA;14525;00009;Pontuacao;06/02/2014;11/26/2026
659;Digital World Representações, Comércio e Serviços Ltda;2764;00005;Pontuacao;01/29/2014;01/02/2023
244;Forprint Com. e Serv. de Informática Ltda.;989;00014;Pontuacao;01/29/2014;01/11/2025
710;AWG BRASIL LTDA;5379;00001;Pontuacao;04/04/2014;02/11/2024
710;AWG BRASIL LTDA;2905;00001;Pontuacao;04/04/2014;02/11/2024
199;copylink equipamentos para escritorio ltda;2011;00003;Pontuacao;01/29/2014;01/27/2024
122;Dimex do Triângulo Ltda;8707;00001;Pontuacao;01/29/2014;12/08/2023
424;COMAVI COMÉRCIO DE MÁQUINAS E VISUAIS LTDA;5154;00001;Pontuacao;01/29/2014;12/08/2023
482;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;3813;00001;Pontuacao;01/29/2014;12/08/2023
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;15377;00003;Pontuacao;01/29/2014;01/27/2024
117;DISTRIFILM COMERCIAL LTDA;1118;00001;Pontuacao;04/04/2014;02/11/2024
662;DIMEX DO TRIANGULO LTDA;3418;00001;Pontuacao;01/29/2014;12/08/2023
278;SO  SETTY  COMLTD;1034;00009;Pontuacao;01/29/2014;07/25/2026
775;Elke Siolin Martins;49209;00009;Pontuacao;04/04/2014;09/28/2026
659;Digital World Representações, Comércio e Serviços Ltda;1465;00005;Pontuacao;01/29/2014;01/02/2023
742;STK COMERCIO E SERVIÇOS LTDA;3024;00009;Pontuacao;01/21/2014;07/17/2026
181;Equipa Máquinas e Utensílios para Escritórios Ltda;688;00001;Pontuacao;01/29/2014;12/08/2023
118;BIRD SOLUTION LTDA;7069;00001;Pontuacao;01/29/2014;12/08/2023
710;AWG BRASIL LTDA;3308;00001;Pontuacao;01/29/2014;12/08/2023
497;Alldora Tecnologia;2158;00001;Pontuacao;04/30/2014;03/08/2024
120;Multh Comércio Materiais Equipamentos Ltda;13389;00001;Pontuacao;04/04/2014;02/11/2024
131;BANCO DO NACIONAL DO DESENVOLVIMENTO ECONOMICO E SOCIAL;124247;00009;Pontuacao;04/04/2014;09/28/2026
365;Office Total Solução em Tec. p/ Esc.Ltda;20384;00001;Pontuacao;04/04/2014;02/11/2024
167;RMTJ IMPRESSOES LTDA;11047;00009;Pontuacao;06/02/2014;11/26/2026
157;cprinter informatica e comercio ltda epp;18450;00001;Pontuacao;04/30/2014;03/08/2024
442;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;2125;00005;Pontuacao;04/04/2014;03/08/2023
174;Klima Campinas Tecnologia Ltda;15830;00001;Pontuacao;04/04/2014;02/11/2024
122;Dimex do Triângulo Ltda;11652;00001;Pontuacao;04/04/2014;02/11/2024
118;BIRD SOLUTION LTDA;5165;00001;Pontuacao;04/30/2014;03/08/2024
102;PREMIER TECNOLOGIA DA INFORMACAO LTDA  ;17792;00003;Pontuacao;04/04/2014;04/01/2024
450;CONSÓRCIO POUPATEMPO CARAGUATATUBA;1396;00001;Pontuacao;04/04/2014;02/11/2024
358;justiça Federal de Primeiro Grau em Minas Gerais;1144;00009;Pontuacao;04/04/2014;09/28/2026
659;Digital World Representações, Comércio e Serviços Ltda;1709;00005;Pontuacao;04/04/2014;03/08/2023
167;RMTJ IMPRESSOES LTDA;21055;00009;Pontuacao;06/02/2014;11/26/2026
710;AWG BRASIL LTDA;6452;00001;Pontuacao;04/04/2014;02/11/2024
164;PRINTER FACILITIES LOCAÇÃO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;2600;00001;Pontuacao;04/04/2014;02/11/2024
485;Mitalcopy máquinas e equipamentos para escritório ltda;27732;00001;Pontuacao;04/04/2014;02/11/2024
482;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;5083;00001;Pontuacao;04/30/2014;03/08/2024
659;Digital World Representações, Comércio e Serviços Ltda;1255;00005;Pontuacao;04/04/2014;03/08/2023
376;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;848;00001;Pontuacao;04/30/2014;03/08/2024
455;DIRECTA ELETRONICA LTDA;1653;00005;Pontuacao;04/30/2014;04/03/2023
482;MAQUIM COMÉRCIO DE EQUIPAMENTOS ELETRO-ELETRÔNICOS LTDA;3780;00001;Pontuacao;04/30/2014;03/08/2024
118;BIRD SOLUTION LTDA;1717;00001;Pontuacao;04/04/2014;02/11/2024
244;Forprint Com. e Serv. de Informática Ltda.;611;00014;Pontuacao;04/30/2014;04/12/2025
167;RMTJ IMPRESSOES LTDA;33010;00009;Pontuacao;05/30/2014;11/23/2026
215;PRODUS PRODUTOS E SOLUÇÕES PARA INFORMATICA LTDA;1085;00004;Pontuacao;05/30/2014;04/27/2024
662;DIMEX DO TRIANGULO LTDA;4179;00001;Pontuacao;04/30/2014;03/08/2024
244;Forprint Com. e Serv. de Informática Ltda.;615;00014;Pontuacao;05/30/2014;05/12/2025
